row,building,tag,room before,room after,chosen from,kind of change
964,QNL,VAV_1F_S15_039S,Staff Office L1.048,L1.048 STAFF OFFICE,D,"same room, name reordered"
965,QNL,VAV_1F_S15_040,Green Room L1.002A,L1.002A GREEM ROOM,D->E,"same room, name reordered"
966,QNL,VAV_1F_S15_096,Multipurpose Room L1.041,L1.041 MULTIPURPOSE ROOM,D,"same room, name reordered"
967,QNL,VAV_1F_S15_097,Multipurpose Room L1.041,L1.041 MULTIPURPOSE ROOM,D,"same room, name reordered"
968,QNL,VAV_1F_S15_098,Multipurpose Room L1.041,L1.041 MULTIPURPOSE ROOM,D,"same room, name reordered"
969,QNL,VAV_2F_S10_001,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
970,QNL,VAV_2F_S10_002,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
971,QNL,VAV_2F_S10_003,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
972,QNL,VAV_2F_S10_004,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
973,QNL,VAV_2F_S10_005,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
974,QNL,VAV_2F_S10_006,GULF MATERIAL L2,L2.992 GULF MATERIAL,D->E,room number added
975,QNL,VAV_2F_S12_001,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
976,QNL,VAV_2F_S12_002,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
977,QNL,VAV_2F_S12_003,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
978,QNL,VAV_2F_S12_004,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
979,QNL,VAV_2F_S12_005,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
980,QNL,VAV_2F_S12_006,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
981,QNL,VAV_2F_S12_007,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
982,QNL,VAV_2F_S12_008,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
983,QNL,VAV_2F_S12_009,OPEN READING AREA L1.001,L1.001 OPEN READING AREA,D,"same room, name reordered"
984,QNL,VAV_2F_S12_010,BRAILLE READER L1.002,L1.002 BRAILLE READER,D,"same room, name reordered"
985,QNL,VAV_2F_S12_011,BRAILLE READER L1.002,L1.002 BRAILLE READER,D,"same room, name reordered"
986,QNL,VAV_2F_S12_012,TUTORING HEAD L1.003,L1.003 TUTORING HEAD,D,"same room, name reordered"
987,QNL,VAV_2F_S12_013,WRITING ROOM 1 L1.004,L1.004 WRITING ROOM 1,D,"same room, name reordered"
988,QNL,VAV_2F_S12_014,WRITING HEAD L1.005,L1.005 WRITING ROOM 2,D->E,"same room, name reordered"
989,QNL,VAV_2F_S12_015,WRITING ROOM 2 L1.005,L1.005 WRITING ROOM 2,D,"same room, name reordered"
990,QNL,VAV_2F_S12_016,STUDENT CARRELS L1.007,L1.007 STUDENT CARRELS,D,"same room, name reordered"
991,QNL,VAV_2F_S12_017,STUDENT CARRELS L1.007,L1.007 STUDENT CARRELS,D,"same room, name reordered"
992,QNL,VAV_2F_S12_018,STUDENT CARRELS L1.007,L1.007 STUDENT CARRELS,D,"same room, name reordered"
993,QNL,VAV_2F_S12_019,STUDENT CARRELS L1.007,L1.007 STUDENT CARRELS,D,"same room, name reordered"
994,QNL,VAV_2F_S12_020,STUDENT CARRELS L1.007,L1.007 STUDENT CARRELS,D,"same room, name reordered"
995,QNL,VAV_2F_S12_021,Breakout Space L2.010,L2.010 BREAKOUT SPACE,D,"same room, name reordered"
996,QNL,VAV_2F_S12_022,Circulation Office L2.011,L2.011 CIRCULATION OFFICE,D,"same room, name reordered"
997,QNL,VAV_2F_S12_023,Office SpL Collection L2.012,L2.012 OFFICE SPEC COL,D->E,"same room, name reordered"
998,QNL,VAV_2F_S12_024,Office SpL Collection L2.013,L2.013 OFFICE SPEC COL,D->E,"same room, name reordered"
999,QNL,VAV_2F_S12_025,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1000,QNL,VAV_2F_S12_026,Group Study Room 5 L2.015,L2.011 CIRCULATION OFFICE,D,DIFFERENT ROOM
1001,QNL,VAV_2F_S12_027,Group Study Room 7 L2.017,L2.017 40 GROUP STUDY ROOM 7,D,"same room, name reordered"
1002,QNL,VAV_2F_S12_028,Meeting Room L2.018,L2.018 GROUP STUDY ROOM 8,D->E,"same room, name reordered"
1003,QNL,VAV_2F_S12_029,Group Study Room 6 L2.016,L2.017 40 GROUP STUDY ROOM 7,D,DIFFERENT ROOM
1004,QNL,VAV_2F_S12_097,Group Study Room 8 L2.018,L2.018 GROUP STUDY ROOM 8,D,"same room, name reordered"
1005,QNL,VAV_2F_S13_001,Lib. Director's Room L2.044,L2.044 LIB DIRECTOR S ROOM,D,"same room, name reordered"
1006,QNL,VAV_2F_S13_002,Lib. Director's Room L2.044,L2.044 LIB DIRECTOR S ROOM,D,"same room, name reordered"
1007,QNL,VAV_2F_S13_003,Service & Lounge L2.043,L2.043 SERVICE AND LOUNGE,D,"same room, name reordered"
1008,QNL,VAV_2F_S13_004,OPEN OFFICE L2.025,L2.014 TRANS SPC AND SPACE ED,D,DIFFERENT ROOM
1009,QNL,VAV_2F_S13_005,ACADEMIC PERS. LIBRARIA L2.022,L2.021 LIBR COM REL SPC AND EVENTS SPC,D,DIFFERENT ROOM
1010,QNL,VAV_2F_S13_006,ACD PERS LIBRARIAN L2.022,L2.022 ACADEMIC PERS LIBRARIA,D->E,"same room, name reordered"
1011,QNL,VAV_2F_S13_007,AD ADMIN & PLANNING L2.023,L2.023 AD ADMIN AND PLANNING,D,"same room, name reordered"
1012,QNL,VAV_2F_S13_008,Office Coord L2.024,L2.024 OFFICE COORD,D,"same room, name reordered"
1013,QNL,VAV_2F_S13_009,OPEN OFFICE L2.025,L2.025 OPEN OFFICE,D,"same room, name reordered"
1014,QNL,VAV_2F_S13_010,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1015,QNL,VAV_2F_S13_011,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1016,QNL,VAV_2F_S13_012,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1017,QNL,VAV_2F_S13_013,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1018,QNL,VAV_2F_S13_014,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1019,QNL,VAV_2F_S13_015,CORRIDOR L2,L2.993 CORRIDOR,D->E,room number added
1020,QNL,VAV_2F_S13_016,VIP Waiting ROOM L2.048,L2.048 VIP WATING,D->E,"same room, name reordered"
1021,QNL,VAV_2F_S14_001,PUBLIC SERVICES L1.080,L1.080 PUBLIC SERVICES,D,"same room, name reordered"
1022,QNL,VAV_2F_S14_002,PUBLIC SERVICES L1.080,L1.080 PUBLIC SERVICES,D,"same room, name reordered"
1023,QNL,VAV_2F_S14_003,PUBLIC SERVICES L1.080,L1.080 PUBLIC SERVICES,D,"same room, name reordered"
1024,QNL,VAV_2F_S14_004,PUBLIC SERVICES L1.080,L1.080 PUBLIC SERVICES,D,"same room, name reordered"
1025,QNL,VAV_2F_S14_005,BIBLIOGRAPHER 1 L1.081,L1.081 BIBLIOGRAPHER 1,D,"same room, name reordered"
1026,QNL,VAV_2F_S14_006,BIBLIOGRAPHER 2 L1.082,L1.082 BIBLIOGRAPHER 2,D,"same room, name reordered"
1027,QNL,VAV_2F_S14_007,SPEC COLL & ARCH L1.083,L1.083 SPEC COLL AND ARCH,D,"same room, name reordered"
1028,QNL,VAV_2F_S14_008,R&L SERVICES L1.084,L1.084 R AND L SERVICES,D,"same room, name reordered"
1029,QNL,VAV_2F_S14_009,AD. PUBLIC SERVICE L1.085,L1.085 AD PUBLIC SERVICE,D,"same room, name reordered"
1030,QNL,VAV_2F_S14_010,REF LIBRARIAN L1.086,L1.086 REF LIBRARIAN 1,D->E,"same room, name reordered"
1031,QNL,VAV_2F_S14_011,REF LIBRARIAN L1.087,L1.087 REF LIBRARIAN 2,D->E,"same room, name reordered"
1032,QNL,VAV_2F_S14_012,REF LIBRARIAN L1.088,L1.088 REF LIBRARIAN 3,D->E,"same room, name reordered"
1033,QNL,VAV_2F_S14_013,REF LIBRARIAN L1.089,L1.089 REF LIBRARIAN 4,D->E,"same room, name reordered"
1034,QNL,VAV_2F_S14_014,REF LIBRARIAN L1.090,L1.090 REF LIBRARIAN 5,D->E,"same room, name reordered"
1035,QNL,VAV_2F_S14_015,REF LIBRARIAN L1.091,L1.091 REF LIBRARIAN 6,D->E,"same room, name reordered"
1036,QNL,VAV_2F_S14_016,REF LIBRARIAN L1.092,L1.092 REF LIBRARIAN 7,D->E,"same room, name reordered"
1037,QNL,VAV_2F_S14_017,REF LIBRARIAN L1.093,L1.093 REF LIBRARIAN 8,D->E,"same room, name reordered"
1038,QNL,VAV_2F_S14_018,REF LIBRARIAN L1.094,L1.094 REF LIBRARIAN 9,D->E,"same room, name reordered"
1039,QNL,VAV_2F_S14_019,REF LIBRARIAN L1.095,L1.095 REF LIBRARIAN 10,D->E,"same room, name reordered"
1040,QNL,VAV_2F_S14_020,REF LIBRARIAN L1.096,L1.096 REF LIBRARIAN 11,D->E,"same room, name reordered"
1041,QNL,VAV_2F_S14_021,REF LIBRARIAN L1.097,L1.097 REF LIBRARIAN 12,D->E,"same room, name reordered"
1042,QNL,VAV_2F_S15_001,VIP Room L2.051,L2.051 VIP ROOM,D,"same room, name reordered"
1043,QNL,VAV_2F_S15_002,VIP Room L2.051,L2.051 VIP ROOM,D,"same room, name reordered"
1044,QNL,VAV_2F_S15_003,VIP Room L2.051,L2.051 VIP ROOM,D,"same room, name reordered"
1045,QNL,VAV_2F_S15_004,VIP Room L2.051,L2.051 VIP ROOM,D,"same room, name reordered"
1046,QNL,VAV_2F_S15_005,MAJLIS-VIP Meeting L2.046,L2.046 VIP MEETING,D->E,"same room, name reordered"
1047,QNL,VAV_B_S10_001,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1048,QNL,VAV_B_S10_002,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1049,QNL,VAV_B_S10_003,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1050,QNL,VAV_B_S10_004,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1051,QNL,VAV_B_S10_005,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1052,QNL,VAV_B_S10_006,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1053,QNL,VAV_B_S10_007,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1054,QNL,VAV_B_S10_008,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1055,QNL,VAV_B_S10_009,TECHNICAL SERVICES B.203,B.203 TECHNICAL SERVICES,D,"same room, name reordered"
1056,QNL,VAV_B_S10_010,TECHNICAL SERVICES B.204,B.204 TECHNICAL SERVICES,D,"same room, name reordered"
1057,QNL,VAV_B_S10_011,TECHNICAL SERVICES B.204,B.204 TECHNICAL SERVICES,D,"same room, name reordered"
1058,QNL,VAV_B_S10_012,CR6 CONVERSATION WORK AREA B.209,B.209 CONSERVATION WORK AREA,D->E,"same room, name reordered"
1059,QNL,VAV_B_S10_013,CR6 CONVERSATION WORK AREA B.209,B.209 CONSERVATION WORK AREA,D->E,"same room, name reordered"
1060,QNL,VAV_B_S10_014,CR6 CONVERSATION WORK AREA B.209,B.209 CONSERVATION WORK AREA,D->E,"same room, name reordered"
1061,QNL,VAV_B_S10_015,INSTRUCTION OUTREACH B.206,B.206 INSTRUCTION OUTREACH,D,"same room, name reordered"
1062,QNL,VAV_B_S10_016,MULTIMEDIA PRESENTATION B.205,B.205 INSTRUCTION PRESENTATION,D->E,"same room, name reordered"
1063,QNL,VAV_B_S10_017,MULTIMEDIA PRESENTATION B.205,B.205 INSTRUCTION PRESENTATION,D->E,"same room, name reordered"
1064,QNL,VAV_B_S10_018,MULTIMEDIA PRESENTATION B.205,B.205 INSTRUCTION PRESENTATION,D->E,"same room, name reordered"
1065,QNL,VAV_B_S10_019,CR6 PROF LIBRARIAN B.208,B.208 PROF LIBRARIAN,D->E,"same room, name reordered"
1066,QNL,VAV_B_S10_020,Reserchers Reading Area B.207,B.207 RESERCHERS READING AREA,D,"same room, name reordered"
1067,QNL,VAV_B_S10_021,Reserchers Reading Area B.207,B.207 RESERCHERS READING AREA,D,"same room, name reordered"
1068,QNL,VAV_B_S10_022,Reserchers Reading Area B.207,B.207 RESERCHERS READING AREA,D,"same room, name reordered"
1069,QNL,VAV_B_S10_023,Reserchers Reading Area B.207,B.207 RESERCHERS READING AREA,D,"same room, name reordered"
1070,QNL,VAV_B_S10_024,DIGITISATION AREA B.200,B.200 DIGITIZATION,D->E,"same room, name reordered"
1071,QNL,VAV_B_S11_001,Break Out Area B.001A,B.001A BREAK OUT AREA,D,"same room, name reordered"
1072,QNL,VAV_B_S11_002,Break Out Area B.001A,B.001A BREAK OUT AREA,D,"same room, name reordered"
1073,QNL,VAV_B_S11_003,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1074,QNL,VAV_B_S11_004,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1075,QNL,VAV_B_S11_005,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1076,QNL,VAV_B_S11_006,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1077,QNL,VAV_B_S11_007,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1078,QNL,VAV_B_S11_008,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1079,QNL,VAV_B_S11_009,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1080,QNL,VAV_B_S11_010,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1081,QNL,VAV_B_S11_011,Break Out Area B.001A,B.001A BREAK OUT AREA,D,"same room, name reordered"
1082,QNL,VAV_B_S11_012,Break Out Area B.001A,B.001A BREAK OUT AREA,D,"same room, name reordered"
1083,QNL,VAV_B_S11_013,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1084,QNL,VAV_B_S11_014,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1085,QNL,VAV_B_S11_015,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1086,QNL,VAV_B_S11_016,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1087,QNL,VAV_B_S11_017,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1088,QNL,VAV_B_S11_018,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1089,QNL,VAV_B_S11_019,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1090,QNL,VAV_B_S11_020,"Tech, Services & Collections Office B.001",B.001 TECH SERVICES AND COLLECTIONS OFFICE,D,"same room, name reordered"
1091,QNL,VAV_B_S11_021,Reception & Lounge B.009,B.001 TECH SERVICES AND COLLECTIONS OFFICE,J,DIFFERENT ROOM
1092,QNL,VAV_B_S11_022,Corridor Leading To Reception & Lounge B.009,B.009 RECEPTION AND LOUNGE,D->E,"same room, name reordered"
1093,QNL,VAV_B_S11_023,Corridor Leading To Reception & Lounge B.009,B.009 RECEPTION AND LOUNGE,D->E,"same room, name reordered"
1094,QNL,VAV_B_S11_024,Kitchen B.002,B.002 KITCHEN,D,"same room, name reordered"
1095,QNL,VAV_B_S11_025,Storage B.028,B.028 STORAGE,D,"same room, name reordered"
1096,QNL,VAV_B_S11_026,AD TECH SERVICES DIRECTOR B.003,B.003 FINANCE COORDINATOR AND BUSINESS SUPPORT OFCR,D,"same room, name reordered"
1097,QNL,VAV_B_S11_027,AD TECH SERVICES DIRECTOR B.003,B.003 FINANCE COORDINATOR AND BUSINESS SUPPORT OFCR,D->E,"same room, name reordered"
1098,QNL,VAV_B_S11_028,Analogue Resources B.004,B.004 ANALOGUE RESOURCES,D,"same room, name reordered"
1099,QNL,VAV_B_S11_029,Digital Resources B.005,B.005 DIGITAL RESOURCES,D,"same room, name reordered"
1100,QNL,VAV_B_S11_030,Budget & Payment 1 B.006,B.006 BUDGET AND PAYMENT 1,D,"same room, name reordered"
1101,QNL,VAV_B_S11_031,Budget & Payment 2 B.007,B.007 BUDGET AND PAYMENT 2,D,"same room, name reordered"
1102,QNL,VAV_B_S11_032,Ad Collection B.024,B.024 AD COLLECTION,D,"same room, name reordered"
1103,QNL,VAV_B_S11_033,Ad Collection B.024,B.024 AD COLLECTION,D,"same room, name reordered"
1104,QNL,VAV_B_S11_034,Engineering B.020,B.020 ENGINEERING,D,"same room, name reordered"
1105,QNL,VAV_B_S11_035,Arabic Sudies B.021,B.021 ARABIC SUDIES,D,"same room, name reordered"
1106,QNL,VAV_B_S11_036,Licensing Expert B.022,B.022 LICENSING EXPERT,D,"same room, name reordered"
1107,QNL,VAV_B_S11_037,Art & Humanities B.023,B.023 ART AND HUMANITIES,D,"same room, name reordered"
1108,QNL,VAV_B_S11_038,HARD & HEALTH SCIENCES B.027,B.027 PROCUREMENT SPC PROCUREMENT OFCR,D->E,"same room, name reordered"
1109,QNL,VAV_B_S11_039,Business Computing B.026,B.026 BUSINESS AND COMPUTING,D->E,"same room, name reordered"
1110,QNL,VAV_B_S11_040,Social Sciences B.025,B.025 SOCIAL SCIENCES,D,"same room, name reordered"
1111,QNL,VAV_B_S11_041,Literature Language B.029,B.029 LITERATURE AND ANGUAGE,D->E,"same room, name reordered"
1112,QNL,VAV_B_S11_042,GENERAL B.030,B.030 SNR P COORDINATOR AND P COORDINATOR,D->E,"same room, name reordered"
1113,QNL,VAV_B_S11_043,Receiving Area B.008,B.008 RECEIVING AREA,D,"same room, name reordered"
1114,QNL,VAV_B_S11_044,Receiving Area B.008,B.008 RECEIVING AREA,D,"same room, name reordered"
1115,QNL,VAV_B_S11_045,Receiving Area B.008,B.008 RECEIVING AREA,D,"same room, name reordered"
1116,QNL,VAV_B_S11_046,Receiving Area B.008,B.008 RECEIVING AREA,D,"same room, name reordered"
1117,QNL,VAV_B_S13_001,Meeting Room B.034,B.034 MEETING ROOM,D,"same room, name reordered"
1118,QNL,VAV_B_S13_002,Meeting Room B.034,B.034 MEETING ROOM,D,"same room, name reordered"
1119,QNL,VAV_B_S13_003,Processing Room B.103,B.103 PROCESSING ROOM,D,"same room, name reordered"
1120,QNL,VAV_B_S13_004,Processing Room B.103,B.103 PROCESSING ROOM,D,"same room, name reordered"
1122,QNL,VAV_B_S13_006,Fumigation Room B.085,B.085 FUMIGATION ROOM,D,"same room, name reordered"
1123,QNL,VAV_B_S13_007,Shipping CLIRK B.101,B.101 SHIPPING CLIRK,D,"same room, name reordered"
1124,QNL,VAV_B_S13_008,SECURITY CONTROL ROOM B.105,B.105 SECURITY CONTOL ROOM,J,"same room, name reordered"
1125,QNL,VAV_B_S14_001,Office B.040,B.040 OFFICE,D,"same room, name reordered"
1126,QNL,VAV_B_S14_002,Office Dig Init B.056,B.056 OFFICE DIG INIT,D,"same room, name reordered"
1127,QNL,VAV_B_S14_003,Office AD For LIT B.057,B.057 OFFICE AD FOR LIT,D,"same room, name reordered"
1128,QNL,VAV_B_S14_004,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1129,QNL,VAV_B_S14_005,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1130,QNL,VAV_B_S14_006,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1131,QNL,VAV_B_S14_007,Shell Space B.58,B.058 SHELL SPACE,D,DIFFERENT ROOM
1132,QNL,VAV_B_S14_008,Shell Space B.59,B.041 DIGITIZATION ROOM,D,DIFFERENT ROOM
1133,QNL,VAV_B_S14_009,Digitization Room B.041,B.057 OFFICE AD FOR LIT,D,DIFFERENT ROOM
1134,QNL,VAV_B_S14_010,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1135,QNL,VAV_B_S14_011,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1136,QNL,VAV_B_S14_012,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1137,QNL,VAV_B_S14_013,Shell Space B.58,B.058 SHELL SPACE,D,DIFFERENT ROOM
1138,QNL,VAV_B_S14_014,Shell Space B.59,B.059 SHELL SPACE,D,DIFFERENT ROOM
1139,QNL,VAV_B_S14_015,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1140,QNL,VAV_B_S14_016,Digitization Room B.041,B.041 DIGITIZATION ROOM,D,"same room, name reordered"
1141,QNL,VAV_B_S14_040,BOH Kitchen B.044,B.044 BOH KITCHEN,D,"same room, name reordered"
1142,QNL,VAV_B_S14_041,Fine Binding B.044,B.044 BOH KITCHEN,D->E,"same room, name reordered"
1143,QNL,VAV_B_S14_042,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1144,QNL,VAV_B_S14_043,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1145,QNL,VAV_B_S14_044,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1146,QNL,VAV_B_S14_045,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1147,QNL,VAV_B_S14_046,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1148,QNL,VAV_B_S14_047,Fine Binding B.044,B.044 BOH KITCHEN,D->E,"same room, name reordered"
1149,QNL,VAV_B_S14_048,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1150,QNL,VAV_B_S14_049,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1151,QNL,VAV_B_S14_050,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1152,QNL,VAV_B_S14_051,Binding & Preservation B.043,B.043 BINDING AND PRESERVATION SPACE,D->E,"same room, name reordered"
1153,QNL,VAV_B_S15_001,Prof. Librarian B.153,B.153 PROF LIBRARIAN,D,"same room, name reordered"
1154,QNL,VAV_B_S15_002,Lobby and Security B.145,B.145 LOBY AND CSECURITY,D,"same room, name reordered"
1155,QNL,VAV_B_S15_003,Lobby and Security B.145,B.145 LOBY AND CSECURITY,D,"same room, name reordered"
1156,QNL,VAV_B_S15_004,Lobby and Security B.145,B.145 LOBY AND CSECURITY,D,"same room, name reordered"
1157,QNL,VAV_B_S15_005,Prof. Librarian B.153,B.153 PROF LIBRARIAN,D,"same room, name reordered"
1158,QNL,VAV_B_S15_006,Prof. Librarian B.153,B.153 PROF LIBRARIAN,D,"same room, name reordered"
1159,QNL,VAV_B_S15_007,HC SECURITY ROOM B.152,B.152 HC SECURITY ROOM,D,"same room, name reordered"
1160,QNL,VAV_B_S15_008,RESEARCH & DOC RECORD MGMT B.151,B.151 RESEARCH AND DOC RECORD MGMT,D,"same room, name reordered"
1161,QNL,VAV_B_S15_009,HC DIRECTOR HEAD B.149,B.149 HC DIRECTOR HEAD,D,"same room, name reordered"
1162,QNL,VAV_B_S15_010,HC DIRECTOR HEAD B.149,B.149 HC DIRECTOR HEAD,D,"same room, name reordered"
1163,QNL,VAV_B_S15_011,VIP Majlis B.149,B.149 HC DIRECTOR HEAD,D->E,"same room, name reordered"
1164,QNL,VAV_B_S15_012,VIP Majlis B.149,B.149 HC DIRECTOR HEAD,D->E,"same room, name reordered"
1165,QNL,VAV_B_S15_013,RESEARCH & DOC RECORD MGMT B.151,B.151 RESEARCH AND DOC RECORD MGMT,D,"same room, name reordered"
1166,QNL,CAV_1F_S11_001,CORRIDOR L1.023,L1.023 CORRIDOR,D,"same room, name reordered"
1167,QNL,CAV_1F_S11_002,CORRIDOR L1.023,L1.023 CORRIDOR,D,"same room, name reordered"
1168,QNL,CAV_1F_S11_006,CHILDRENS LIBRRY CIRCULATION NW GLAZED L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
1169,QNL,CAV_1F_S11_007,CORRIDOR L1.023,L1.023 CORRIDOR,D,"same room, name reordered"
1170,QNL,CAV_1F_S11_008,CHILDRENS LIBRRY CIRCULATION NW GLAZED L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
1171,QNL,CAV_1F_S11_009,CHILDRENS LIBRRY CIRCULATION NW GLAZED L1.047,L1.047 CHILDREN LIBRARY PRE SCHOOL READING AND PLAYING,D->E,"same room, name reordered"
1172,QNL,CAV_1F_S15_002,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1173,QNL,CAV_1F_S15_004,AERIAL PLATFORM PARKING L1.100,L1.100 AERIAL PLATFORM PARKING,D,"same room, name reordered"
1174,QNL,CAV_1F_S15_005,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1175,QNL,CAV_1F_S15_006,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1176,QNL,CAV_1F_S15_010,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1177,QNL,CAV_1F_S15_011,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1178,QNL,CAV_1F_S15_012,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1179,QNL,CAV_1F_S15_013,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1180,QNL,CAV_1F_S15_014,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1181,QNL,CAV_1F_S15_015,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1182,QNL,CAV_1F_S15_016,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1183,QNL,CAV_1F_S15_017,Restaurant L1.150,L1.150 RESTAURANT,D,"same room, name reordered"
1184,QNL,CAV_1F_S15_018,AREAL PLATFORM PARK L1.100,L1.100 AERIAL PLATFORM PARKING,D->E,"same room, name reordered"
1185,QNL,CAV_1F_S15_019,FURNITURE STORE L1.153,L1.153 FURNITURE STORE,D,"same room, name reordered"
1186,QNL,CAV_B_S12_001,CORRIDOR B.061,B.063 PLANT ROOM 01,D,DIFFERENT ROOM
1187,QNL,CAV_B_S12_002,Plant Room 1 B.063,B.063 PLANT ROOM 01,D,"same room, name reordered"
1188,QNL,CAV_B_S12_003,Plant Room 1 B.063,B.063 PLANT ROOM 01,D,"same room, name reordered"
1189,QNL,CAV_B_S13_001,Corridor 2 B.064,B.064 CORRIDOR 2,D,"same room, name reordered"
