old_identifier,new_identifier,kind
entity:QNL_CCU_8082_Humidity,entity:QNL_CCU-8082_Humidity,point
entity:QNL_CCU_8082_Temp,entity:QNL_CCU-8082_Temp,point
entity:QNL_CCU_8083,entity:QNL_CCU-8083,equipment
entity:QNL_CCU_8083_Alm,entity:QNL_CCU-8083_Alm,point
entity:QNL_CCU_8083_CommAlm,entity:QNL_CCU-8083_Communication-Loss-Alarm,point
entity:QNL_CCU_8083_Humidity,entity:QNL_CCU-8083_Humidity,point
entity:QNL_CCU_8083_Temp,entity:QNL_CCU-8083_Temp,point
entity:QNL_CCU_8084,entity:QNL_CCU-8084,equipment
entity:QNL_CCU_8084_Alm,entity:QNL_CCU-8084_Alm,point
entity:QNL_CCU_8084_CommAlm,entity:QNL_CCU-8084_Communication-Loss-Alarm,point
entity:QNL_CCU_8084_Humidity,entity:QNL_CCU-8084_Humidity,point
entity:QNL_CCU_8084_Temp,entity:QNL_CCU-8084_Temp,point
entity:QNL_CCU_8085,entity:QNL_CCU-8085,equipment
entity:QNL_CCU_8085_Alm,entity:QNL_CCU-8085_Alm,point
entity:QNL_CCU_8085_CommAlm,entity:QNL_CCU-8085_Communication-Loss-Alarm,point
entity:QNL_CCU_8085_Humidity,entity:QNL_CCU-8085_Humidity,point
entity:QNL_CCU_8085_Temp,entity:QNL_CCU-8085_Temp,point
entity:QNL_CCU_8086,entity:QNL_CCU-8086,equipment
entity:QNL_CCU_8086_Alm,entity:QNL_CCU-8086_Alm,point
entity:QNL_CCU_8086_CommAlm,entity:QNL_CCU-8086_Communication-Loss-Alarm,point
entity:QNL_CCU_8086_Humidity,entity:QNL_CCU-8086_Humidity,point
entity:QNL_CCU_8086_Temp,entity:QNL_CCU-8086_Temp,point
entity:QNL_CCU_AVServerRmHumd,entity:QNL_CCU_AV-Server-Rm-Humd,point
entity:QNL_CCU_AVServerRmTemp,entity:QNL_CCU_AV-Server-Rm-Temp,point
entity:QNL_CCU_B01,entity:QNL_CCU-B01,equipment
entity:QNL_CCU_B01_RunSts,entity:QNL_CCU-B01_Run-Status,point
entity:QNL_CCU_B01_TripAlm,entity:QNL_CCU-B01_Trip-Status,point
entity:QNL_CCU_B02,entity:QNL_CCU-B02,equipment
entity:QNL_CCU_B02_RunSts,entity:QNL_CCU-B02_Run-Status,point
entity:QNL_CCU_B02_TripAlm,entity:QNL_CCU-B02_Trip-Status,point
entity:QNL_CCU_B03,entity:QNL_CCU-B03,equipment
entity:QNL_CCU_B03_RunSts,entity:QNL_CCU-B03_Run-Status,point
entity:QNL_CCU_B03_TripAlm,entity:QNL_CCU-B03_Trip-Status,point
entity:QNL_CCU_B04,entity:QNL_CCU-B04,equipment
entity:QNL_CCU_B04_RunSts,entity:QNL_CCU-B04_Run-Status,point
entity:QNL_CCU_B04_TripAlm,entity:QNL_CCU-B04_Trip-Status,point
entity:QNL_CCU_B05,entity:QNL_CCU-B05,equipment
entity:QNL_CCU_B05_RunSts,entity:QNL_CCU-B05_Run-Status,point
entity:QNL_CCU_B05_TripAlm,entity:QNL_CCU-B05_Trip-Status,point
entity:QNL_CCU_B06,entity:QNL_CCU-B06,equipment
entity:QNL_CCU_B06_RunSts,entity:QNL_CCU-B06_Run-Status,point
entity:QNL_CCU_B06_TripAlm,entity:QNL_CCU-B06_Trip-Status,point
entity:QNL_CCU_B07,entity:QNL_CCU-B07,equipment
entity:QNL_CCU_B07_RunSts,entity:QNL_CCU-B07_Run-Status,point
entity:QNL_CCU_B07_TripAlm,entity:QNL_CCU-B07_Trip-Status,point
entity:QNL_CCU_B08,entity:QNL_CCU-B08,equipment
entity:QNL_CCU_B08_RunSts,entity:QNL_CCU-B08_Run-Status,point
entity:QNL_CCU_B08_TripAlm,entity:QNL_CCU-B08_Trip-Status,point
entity:QNL_CCU_B09,entity:QNL_CCU-B09,equipment
entity:QNL_CCU_B09_RunSts,entity:QNL_CCU-B09_Run-Status,point
entity:QNL_CCU_B09_TripAlm,entity:QNL_CCU-B09_Trip-Status,point
entity:QNL_CCU_B10,entity:QNL_CCU-B10,equipment
entity:QNL_CCU_B10_RunSts,entity:QNL_CCU-B10_Run-Status,point
entity:QNL_CCU_B10_TripAlm,entity:QNL_CCU-B10_Trip-Status,point
entity:QNL_CCU_B11,entity:QNL_CCU-B11,equipment
entity:QNL_CCU_B11_RunSts,entity:QNL_CCU-B11_Run-Status,point
entity:QNL_CCU_B11_TripAlm,entity:QNL_CCU-B11_Trip-Status,point
entity:QNL_CCU_MDFRmHumd,entity:QNL_CCU_MDF-Rm-Humd,point
entity:QNL_CCU_MDFRmTemp,entity:QNL_CCU_MDF-Rm-Temp,point
entity:QNL_CCU_QTelRmHumd,entity:QNL_CCU_Q-Tel-Rm-Humd,point
entity:QNL_CCU_QTelRmTemp,entity:QNL_CCU_Q-Tel-Rm-Temp,point
entity:QNL_CCU_ServerRmHumd1,entity:QNL_CCU_Server-Rm-Humd1,point
entity:QNL_CCU_ServerRmHumd2,entity:QNL_CCU_Server-Rm-Humd2,point
entity:QNL_CCU_ServerRmTemp1,entity:QNL_CCU_Server-Rm-Temp1,point
entity:QNL_CCU_ServerRmTemp2,entity:QNL_CCU_Server-Rm-Temp2,point
entity:QNL_CHWConsumption_KW,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-Consumption-KW,point
entity:QNL_CHWPU_P01,entity:QNL_CHWPU-P01,equipment
entity:QNL_CHWPU_P01_CalcEntryScheduledHrs,entity:QNL_CHWPU-P01_Scheduled-Maintenance-Hours,point
entity:QNL_CHWPU_P01_CalcEntryUnscheduledHrs,entity:QNL_CHWPU-P01_Unscheduled-Outage-Hours,point
entity:QNL_CHWPU_P01_RunSts,entity:QNL_CHWPU-P01_Run-Status,point
entity:QNL_CHWPU_P02,entity:QNL_CHWPU-P02,equipment
entity:QNL_CHWPU_P02_CalcEntryScheduledHrs,entity:QNL_CHWPU-P02_Scheduled-Maintenance-Hours,point
entity:QNL_CHWPU_P02_CalcEntryUnscheduledHrs,entity:QNL_CHWPU-P02_Unscheduled-Outage-Hours,point
entity:QNL_CHWPU_P02_RunSts,entity:QNL_CHWPU-P02_Run-Status,point
entity:QNL_CHW_BldgAvgSupTemp_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Avg-Sup-Temp-PV,point
entity:QNL_CHW_BldgDiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Diff-Prs-PV,point
entity:QNL_CHW_BldgFlow_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Flow-PV,point
entity:QNL_CHW_BldgRtnPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Rtn-Prs-PV,point
entity:QNL_CHW_BldgRtnTemp_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Rtn-Temp-PV,point
entity:QNL_CHW_BldgSupPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Sup-Prs-PV,point
entity:QNL_CHW_BldgSupTemp_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Bldg-Sup-Temp-PV,point
entity:QNL_CHW_CHWEnergy_PV,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-CHW-Energy-PV,point
entity:QNL_CHW_CHWWtrFlow_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-CHW-Wtr-Flow-PV,point
entity:QNL_CHW_DistFlow_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Dist-Flow-PV,point
entity:QNL_CHW_HEX_EnergyBTU,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-HEX-Energy-BTU,point
entity:QNL_CHW_HEX_kW,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-HEX-k-W,point
entity:QNL_CHW_P01,entity:QNL_CHW-P01,equipment
entity:QNL_CHW_P01_AutoManSts,entity:QNL_CHW-P01_Manual-Auto-Status,point
entity:QNL_CHW_P01_CalcEntryScheduledHrs,entity:QNL_CHW-P01_Scheduled-Maintenance-Hours,point
entity:QNL_CHW_P01_CalcEntryUnscheduledHrs,entity:QNL_CHW-P01_Unscheduled-Outage-Hours,point
entity:QNL_CHW_P01_LocSts,entity:QNL_CHW-P01_Local-Status,point
entity:QNL_CHW_P01_Motor,entity:QNL_CHW-P01_Motor,part
entity:QNL_CHW_P01_RunSts,entity:QNL_CHW-P01_Run-Status,point
entity:QNL_CHW_P01_SpeedFbk,entity:QNL_CHW-P01_Speed-Sensor,point
entity:QNL_CHW_P01_StartStopCmd,entity:QNL_CHW-P01_Start-Stop-Command,point
entity:QNL_CHW_P01_StartStopCmdSts,entity:QNL_CHW-P01_Start-Stop-Status,point
entity:QNL_CHW_P01_kW,entity:QNL_CHW-P01_Electric-Power-Sensor,point
entity:QNL_CHW_P01_kWH,entity:QNL_CHW-P01_Electrical-Energy-Usage-Sensor,point
entity:QNL_CHW_P02,entity:QNL_CHW-P02,equipment
entity:QNL_CHW_P02_AutoManSts,entity:QNL_CHW-P02_Manual-Auto-Status,point
entity:QNL_CHW_P02_CalcEntryScheduledHrs,entity:QNL_CHW-P02_Scheduled-Maintenance-Hours,point
entity:QNL_CHW_P02_CalcEntryUnscheduledHrs,entity:QNL_CHW-P02_Unscheduled-Outage-Hours,point
entity:QNL_CHW_P02_LocSts,entity:QNL_CHW-P02_Local-Status,point
entity:QNL_CHW_P02_Motor,entity:QNL_CHW-P02_Motor,part
entity:QNL_CHW_P02_RunSts,entity:QNL_CHW-P02_Run-Status,point
entity:QNL_CHW_P02_SpeedFbk,entity:QNL_CHW-P02_Speed-Sensor,point
entity:QNL_CHW_P02_StartStopCmd,entity:QNL_CHW-P02_Start-Stop-Command,point
entity:QNL_CHW_P02_StartStopCmdSts,entity:QNL_CHW-P02_Start-Stop-Status,point
entity:QNL_CHW_P02_kW,entity:QNL_CHW-P02_Electric-Power-Sensor,point
entity:QNL_CHW_P02_kWH,entity:QNL_CHW-P02_Electrical-Energy-Usage-Sensor,point
entity:QNL_CHW_P03,entity:QNL_CHW-P03,equipment
entity:QNL_CHW_P03_AutoManSts,entity:QNL_CHW-P03_Manual-Auto-Status,point
entity:QNL_CHW_P03_CalcEntryScheduledHrs,entity:QNL_CHW-P03_Scheduled-Maintenance-Hours,point
entity:QNL_CHW_P03_CalcEntryUnscheduledHrs,entity:QNL_CHW-P03_Unscheduled-Outage-Hours,point
entity:QNL_CHW_P03_LocSts,entity:QNL_CHW-P03_Local-Status,point
entity:QNL_CHW_P03_Motor,entity:QNL_CHW-P03_Motor,part
entity:QNL_CHW_P03_RunSts,entity:QNL_CHW-P03_Run-Status,point
entity:QNL_CHW_P03_SpeedFbk,entity:QNL_CHW-P03_Speed-Sensor,point
entity:QNL_CHW_P03_StartStopCmd,entity:QNL_CHW-P03_Start-Stop-Command,point
entity:QNL_CHW_P03_StartStopCmdSts,entity:QNL_CHW-P03_Start-Stop-Status,point
entity:QNL_CHW_P03_kW,entity:QNL_CHW-P03_Electric-Power-Sensor,point
entity:QNL_CHW_P03_kWH,entity:QNL_CHW-P03_Electrical-Energy-Usage-Sensor,point
entity:QNL_CHW_P04,entity:QNL_CHW-P04,equipment
entity:QNL_CHW_P04_AutoManSts,entity:QNL_CHW-P04_Manual-Auto-Status,point
entity:QNL_CHW_P04_CalcEntryScheduledHrs,entity:QNL_CHW-P04_Scheduled-Maintenance-Hours,point
entity:QNL_CHW_P04_CalcEntryUnscheduledHrs,entity:QNL_CHW-P04_Unscheduled-Outage-Hours,point
entity:QNL_CHW_P04_LocSts,entity:QNL_CHW-P04_Local-Status,point
entity:QNL_CHW_P04_Motor,entity:QNL_CHW-P04_Motor,part
entity:QNL_CHW_P04_RunSts,entity:QNL_CHW-P04_Run-Status,point
entity:QNL_CHW_P04_SpeedFbk,entity:QNL_CHW-P04_Speed-Sensor,point
entity:QNL_CHW_P04_StartStopCmd,entity:QNL_CHW-P04_Start-Stop-Command,point
entity:QNL_CHW_P04_StartStopCmdSts,entity:QNL_CHW-P04_Start-Stop-Status,point
entity:QNL_CHW_P04_kW,entity:QNL_CHW-P04_Electric-Power-Sensor,point
entity:QNL_CHW_P04_kWH,entity:QNL_CHW-P04_Electrical-Energy-Usage-Sensor,point
entity:QNL_CHW_PlantRm1DiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Plant-Rm1Diff-Prs-PV,point
entity:QNL_CHW_PlantRm2DiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Plant-Rm2Diff-Prs-PV,point
entity:QNL_CHW_PlantRm3DiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Plant-Rm3Diff-Prs-PV,point
entity:QNL_CHW_PlantRm4DiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Plant-Rm4Diff-Prs-PV,point
entity:QNL_CHW_PriDiffPrs_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Pri-Diff-Prs-PV,point
entity:QNL_CHW_PriEnergy_PV,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-Pri-Energy-PV,point
entity:QNL_CHW_PriRtnTemp_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Pri-Rtn-Temp-PV,point
entity:QNL_CHW_PriSupTemp_PV,entity:QNL_CHWS-MAIN-LOOP_CHW-Pri-Sup-Temp-PV,point
entity:QNL_CHW_SecEnergy_PV,entity:QNL_CHWS-MAIN-LOOP_Energy-Meter_CHW-Sec-Energy-PV,point
entity:QNL_CPNL2_CCU_SpcHumd,entity:QNL_CPNL2_CCU_Spc-Humd,point
entity:QNL_CPNL2_CCU_SpcTemp,entity:QNL_CPNL2_CCU_Spc-Temp,point
entity:QNL_CR_DX_EWRC500,entity:QNL_CR-DX-EWRC500,equipment
entity:QNL_CR_DX_EWRC500_Temp,entity:QNL_CR-DX-EWRC500_Temp,point
entity:QNL_CR_DX_EWRC500_TempSP,entity:QNL_CR-DX-EWRC500_Temperature-Setpoint,point
entity:QNL_DX_B01,entity:QNL_DX-B01,equipment
entity:QNL_DX_B0102_ChOverHrsSP,entity:QNL_DX_B0102_Ch-Over-Hrs-SP,point
entity:QNL_DX_B01_OD,entity:QNL_DX-B01_OD,part
entity:QNL_DX_B01_RmTempSPHys_SP,entity:QNL_DX-B01_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B01_RmTempSP_SP,entity:QNL_DX-B01_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B01_RmTemp_PV,entity:QNL_DX-B01_Room-Air-Temperature,point
entity:QNL_DX_B01_RunSts,entity:QNL_DX-B01_Run-Status,point
entity:QNL_DX_B02,entity:QNL_DX-B02,equipment
entity:QNL_DX_B02_OD,entity:QNL_DX-B02_OD,part
entity:QNL_DX_B02_RunSts,entity:QNL_DX-B02_Run-Status,point
entity:QNL_DX_B03,entity:QNL_DX-B03,equipment
entity:QNL_DX_B030414_ChOverHrsSP,entity:QNL_DX_B030414_Ch-Over-Hrs-SP,point
entity:QNL_DX_B03_OD,entity:QNL_DX-B03_OD,part
entity:QNL_DX_B03_RmTempSPHys_SP,entity:QNL_DX-B03_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B03_RmTempSP_SP,entity:QNL_DX-B03_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B03_RmTemp_PV,entity:QNL_DX-B03_Room-Air-Temperature,point
entity:QNL_DX_B03_RunSts,entity:QNL_DX-B03_Run-Status,point
entity:QNL_DX_B04,entity:QNL_DX-B04,equipment
entity:QNL_DX_B04_OD,entity:QNL_DX-B04_OD,part
entity:QNL_DX_B04_RunSts,entity:QNL_DX-B04_Run-Status,point
entity:QNL_DX_B05,entity:QNL_DX-B05,equipment
entity:QNL_DX_B0506_ChOverHrsSP,entity:QNL_DX_B0506_Ch-Over-Hrs-SP,point
entity:QNL_DX_B05_OD,entity:QNL_DX-B05_OD,part
entity:QNL_DX_B05_RmTempSPHys_SP,entity:QNL_DX-B05_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B05_RmTempSP_SP,entity:QNL_DX-B05_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B05_RmTemp_PV,entity:QNL_DX-B05_Room-Air-Temperature,point
entity:QNL_DX_B05_RunSts,entity:QNL_DX-B05_Run-Status,point
entity:QNL_DX_B06,entity:QNL_DX-B06,equipment
entity:QNL_DX_B06_OD,entity:QNL_DX-B06_OD,part
entity:QNL_DX_B06_RunSts,entity:QNL_DX-B06_Run-Status,point
entity:QNL_DX_B07,entity:QNL_DX-B07,equipment
entity:QNL_DX_B0716_ChOverHrsSP,entity:QNL_DX_B0716_Ch-Over-Hrs-SP,point
entity:QNL_DX_B07_OD,entity:QNL_DX-B07_OD,part
entity:QNL_DX_B07_RmTempSPHys_SP,entity:QNL_DX-B07_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B07_RmTempSP_SP,entity:QNL_DX-B07_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B07_RmTemp_PV,entity:QNL_DX-B07_Room-Air-Temperature,point
entity:QNL_DX_B07_RunSts,entity:QNL_DX-B07_Run-Status,point
entity:QNL_DX_B08,entity:QNL_DX-B08,equipment
entity:QNL_DX_B0809_ChOverHrsSP,entity:QNL_DX_B0809_Ch-Over-Hrs-SP,point
entity:QNL_DX_B08_OD,entity:QNL_DX-B08_OD,part
entity:QNL_DX_B08_RunSts,entity:QNL_DX-B08_Run-Status,point
entity:QNL_DX_B09,entity:QNL_DX-B09,equipment
entity:QNL_DX_B09_OD,entity:QNL_DX-B09_OD,part
entity:QNL_DX_B09_RmTempSPHys_SP,entity:QNL_DX-B09_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B09_RmTempSP_SP,entity:QNL_DX-B09_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B09_RmTemp_PV,entity:QNL_DX-B09_Room-Air-Temperature,point
entity:QNL_DX_B09_RunSts,entity:QNL_DX-B09_Run-Status,point
entity:QNL_DX_B10,entity:QNL_DX-B10,equipment
entity:QNL_DX_B10_OD,entity:QNL_DX-B10_OD,part
entity:QNL_DX_B10_RmTempSPHys_SP,entity:QNL_DX-B10_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B10_RmTempSP_SP,entity:QNL_DX-B10_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B10_RmTemp_PV,entity:QNL_DX-B10_Room-Air-Temperature,point
entity:QNL_DX_B10_RunSts,entity:QNL_DX-B10_Run-Status,point
entity:QNL_DX_B11,entity:QNL_DX-B11,equipment
entity:QNL_DX_B11_OD,entity:QNL_DX-B11_OD,part
entity:QNL_DX_B11_RmTempSPHys_SP,entity:QNL_DX-B11_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B11_RmTempSP_SP,entity:QNL_DX-B11_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B11_RmTemp_PV,entity:QNL_DX-B11_Room-Air-Temperature,point
entity:QNL_DX_B11_RunSts,entity:QNL_DX-B11_Run-Status,point
entity:QNL_DX_B12,entity:QNL_DX-B12,equipment
entity:QNL_DX_B12_OD,entity:QNL_DX-B12_OD,part
entity:QNL_DX_B12_RmTempSPHys_SP,entity:QNL_DX-B12_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B12_RmTempSP_SP,entity:QNL_DX-B12_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B12_RmTemp_PV,entity:QNL_DX-B12_Room-Air-Temperature,point
entity:QNL_DX_B12_RunSts,entity:QNL_DX-B12_Run-Status,point
entity:QNL_DX_B13,entity:QNL_DX-B13,equipment
entity:QNL_DX_B13_OD,entity:QNL_DX-B13_OD,part
entity:QNL_DX_B13_RmTempSPHys_SP,entity:QNL_DX-B13_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B13_RmTempSP_SP,entity:QNL_DX-B13_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B13_RmTemp_PV,entity:QNL_DX-B13_Room-Air-Temperature,point
entity:QNL_DX_B13_RunSts,entity:QNL_DX-B13_Run-Status,point
entity:QNL_DX_B14,entity:QNL_DX-B14,equipment
entity:QNL_DX_B14_OD,entity:QNL_DX-B14_OD,part
entity:QNL_DX_B14_RunSts,entity:QNL_DX-B14_Run-Status,point
entity:QNL_DX_B15,entity:QNL_DX-B15,equipment
entity:QNL_DX_B15_OD,entity:QNL_DX-B15_OD,part
entity:QNL_DX_B15_RunSts,entity:QNL_DX-B15_Run-Status,point
entity:QNL_DX_B16,entity:QNL_DX-B16,equipment
entity:QNL_DX_B16_OD,entity:QNL_DX-B16_OD,part
entity:QNL_DX_B16_RunSts,entity:QNL_DX-B16_Run-Status,point
entity:QNL_DX_B17,entity:QNL_DX-B17,equipment
entity:QNL_DX_B17_ChOverHrsSP_SP,entity:QNL_DX-B17_Changeover-Hours-Setpoint,point
entity:QNL_DX_B17_RmTempSPHys_SP,entity:QNL_DX-B17_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B17_RmTempSP_SP,entity:QNL_DX-B17_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B17_RmTemp_PV,entity:QNL_DX-B17_Room-Air-Temperature,point
entity:QNL_DX_B17_RunSts,entity:QNL_DX-B17_Run-Status,point
entity:QNL_DX_B18,entity:QNL_DX-B18,equipment
entity:QNL_DX_B18_RunSts,entity:QNL_DX-B18_Run-Status,point
entity:QNL_DX_B19,entity:QNL_DX-B19,equipment
entity:QNL_DX_B19_RunSts,entity:QNL_DX-B19_Run-Status,point
entity:QNL_DX_B20,entity:QNL_DX-B20,equipment
entity:QNL_DX_B20_RmTempSPHys_SP,entity:QNL_DX-B20_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B20_RmTempSP_SP,entity:QNL_DX-B20_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B20_RmTemp_PV,entity:QNL_DX-B20_Room-Air-Temperature,point
entity:QNL_DX_B20_RunSts,entity:QNL_DX-B20_Run-Status,point
entity:QNL_DX_B21,entity:QNL_DX-B21,equipment
entity:QNL_DX_B21_RunSts,entity:QNL_DX-B21_Run-Status,point
entity:QNL_DX_B22,entity:QNL_DX-B22,equipment
entity:QNL_DX_B22_RmTempSPHys_SP,entity:QNL_DX-B22_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B22_RmTempSP_SP,entity:QNL_DX-B22_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B22_RmTemp_PV,entity:QNL_DX-B22_Room-Air-Temperature,point
entity:QNL_DX_B22_RunSts,entity:QNL_DX-B22_Run-Status,point
entity:QNL_DX_B23,entity:QNL_DX-B23,equipment
entity:QNL_DX_B23_RmTempSPHys_SP,entity:QNL_DX-B23_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_B23_RmTempSP_SP,entity:QNL_DX-B23_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_B23_RmTemp_PV,entity:QNL_DX-B23_Room-Air-Temperature,point
entity:QNL_DX_B23_RunSts,entity:QNL_DX-B23_Run-Status,point
entity:QNL_DX_B24,entity:QNL_DX-B24,equipment
entity:QNL_DX_B24_RunSts,entity:QNL_DX-B24_Run-Status,point
entity:QNL_DX_RP21,entity:QNL_DX-RP21,equipment
entity:QNL_DX_RP2124_ChOverHrsSP_SP,entity:QNL_DX-RP21_DX-RP2124-Ch-Over-Hrs-SP-SP,point
entity:QNL_DX_RP21_NoOfReqUnits_PV,entity:QNL_DX-RP21_Required-Units-Count,point
entity:QNL_DX_RP21_RmTempSPHys_SP,entity:QNL_DX-RP21_Room-Air-Temperature-Setpoint-Hysteresis,point
entity:QNL_DX_RP21_RmTempSP_SP,entity:QNL_DX-RP21_Room-Air-Temperature-Setpoint,point
entity:QNL_DX_RP21_RmTemp_PV,entity:QNL_DX-RP21_Room-Air-Temperature,point
entity:QNL_DX_RP21_StgUpdly_SP,entity:QNL_DX-RP21_Stage-Up-Delay-Setpoint,point
entity:QNL_EF_201,entity:QNL_EF-201,equipment
entity:QNL_EF_201_AutoManCmd,entity:QNL_EF-201_Auto-Manual-Command,point
entity:QNL_EF_201_LocSts,entity:QNL_EF-201_Local-Status,point
entity:QNL_EF_201_RunSts,entity:QNL_EF-201_Run-Status,point
entity:QNL_EF_201_StartStopCmd,entity:QNL_EF-201_Start-Stop-Command,point
entity:QNL_EF_201_TripAlm,entity:QNL_EF-201_Trip-Status,point
entity:QNL_EF_B05,entity:QNL_EF-B05,equipment
entity:QNL_EF_B05_AutoManCmd,entity:QNL_EF-B05_Auto-Manual-Command,point
entity:QNL_EF_B05_LocSts,entity:QNL_EF-B05_Local-Status,point
entity:QNL_EF_B05_RunSts,entity:QNL_EF-B05_Run-Status,point
entity:QNL_EF_B05_StartStopCmd,entity:QNL_EF-B05_Start-Stop-Command,point
entity:QNL_EF_B05_TripAlm,entity:QNL_EF-B05_Trip-Status,point
entity:QNL_EF_B06,entity:QNL_EF-B06,equipment
entity:QNL_EF_B06_AutoManCmd,entity:QNL_EF-B06_Auto-Manual-Command,point
entity:QNL_EF_B06_LocSts,entity:QNL_EF-B06_Local-Status,point
entity:QNL_EF_B06_RunSts,entity:QNL_EF-B06_Run-Status,point
entity:QNL_EF_B06_StartStopCmd,entity:QNL_EF-B06_Start-Stop-Command,point
entity:QNL_EF_B06_TripAlm,entity:QNL_EF-B06_Trip-Status,point
entity:QNL_EF_B07,entity:QNL_EF-B07,equipment
entity:QNL_EF_B07_AutoManCmd,entity:QNL_EF-B07_Auto-Manual-Command,point
entity:QNL_EF_B07_LocSts,entity:QNL_EF-B07_Local-Status,point
entity:QNL_EF_B07_RunSts,entity:QNL_EF-B07_Run-Status,point
entity:QNL_EF_B07_SpeedFbk,entity:QNL_EF-B07_Speed-Sensor,point
entity:QNL_EF_B07_StartStopCmd,entity:QNL_EF-B07_Start-Stop-Command,point
entity:QNL_EF_B07_StartStopCmdSts,entity:QNL_EF-B07_Start-Stop-Status,point
entity:QNL_EF_B07_TripAlm,entity:QNL_EF-B07_Trip-Status,point
entity:QNL_EF_B07_kW,entity:QNL_EF-B07_Electric-Power-Sensor,point
entity:QNL_EF_B08,entity:QNL_EF-B08,equipment
entity:QNL_EF_B08_AutoManCmd,entity:QNL_EF-B08_Auto-Manual-Command,point
entity:QNL_EF_B08_LocSts,entity:QNL_EF-B08_Local-Status,point
entity:QNL_EF_B08_RunSts,entity:QNL_EF-B08_Run-Status,point
entity:QNL_EF_B08_SpeedFbk,entity:QNL_EF-B08_Speed-Sensor,point
entity:QNL_EF_B08_StartStopCmd,entity:QNL_EF-B08_Start-Stop-Command,point
entity:QNL_EF_B08_StartStopCmdSts,entity:QNL_EF-B08_Start-Stop-Status,point
entity:QNL_EF_B08_TripAlm,entity:QNL_EF-B08_Trip-Status,point
entity:QNL_EF_B08_kW,entity:QNL_EF-B08_Electric-Power-Sensor,point
entity:QNL_EF_B09,entity:QNL_EF-B09,equipment
entity:QNL_EF_B09_AutoManCmd,entity:QNL_EF-B09_Auto-Manual-Command,point
entity:QNL_EF_B09_LocSts,entity:QNL_EF-B09_Local-Status,point
entity:QNL_EF_B09_RunSts,entity:QNL_EF-B09_Run-Status,point
entity:QNL_EF_B09_StartStopCmd,entity:QNL_EF-B09_Start-Stop-Command,point
entity:QNL_EF_B09_TripAlm,entity:QNL_EF-B09_Trip-Status,point
entity:QNL_EF_B10,entity:QNL_EF-B10,equipment
entity:QNL_EF_B10_AutoManCmd,entity:QNL_EF-B10_Auto-Manual-Command,point
entity:QNL_EF_B10_LocSts,entity:QNL_EF-B10_Local-Status,point
entity:QNL_EF_B10_RunSts,entity:QNL_EF-B10_Run-Status,point
